 BVU_0129,PL40,, ,Bacteroides vulgatus ATCC 8482,ABR37859.1, ,  ,invalid,,
 LRAMOSA07913,PL14,, ,Lichtheimia ramosa,CDS05384.1, ,  ,invalid,3,
 N646_4459,PL17,, ,Vibrio alginolyticus NBRC 15630 = ATCC 17749,AGV20268.1, ,  ,invalid,2,
 DIU38_012375,PL22,, ,Mucilaginibacter gossypii P4,QEM16840.1, ,  ,invalid,2,
 EV46_10165,PL3,, ,Pectobacterium atrosepticum JG10-08,AIA70942.1, ,  ,invalid,1,
 PF1751_v1c09410 (AlgL),PL5,, ,Pseudomonas fluorescens PCL1751,AJP50647.1, ,  ,invalid,1,
 C7M24_03851 (PelB),PL1,, ,Bacillus velezensis SRCM102746,QHL95833.1, ,  ,invalid,8,
 A8C56_05410,PL13,, ,Niabella ginsenosidivorans BS26,ANH80501.1, ,  ,invalid,,
 MXAN_6236,PL9,, ,Myxococcus xanthus DK 1622,ABF88967.1,Q1CZ08,  ,invalid,4,
 B2K_01955,PL1,, ,Paenibacillus mucilaginosus K02,AFH59500.1, ,  ,invalid,,
 C5X33_04790,PL22,, ,Klebsiella pneumoniae subsp. pneumoniae CRK0298,AZI97666.1, ,  ,invalid,1,
 C6W10_16360,PL26,, ,Plantactinospora sp. BB1,AVT37771.1, ,  ,invalid,,
 GD372_07210,PL22,, ,Yersinia pestis SCPM-O-B-5942 (I-2638),QFS75420.1, ,  ,invalid,1,
 BF9343_0324,PL33,, ,Bacteroides fragilis NCTC 9343,CAH06103.1, ,  ,invalid,1,
 McnBVgp077 (Odv-e66A),PL23,, ,Mamestra configurata nucleopolyhedrovirus B,NP_689252.1, ,  ,invalid,,
 Pedsa_0831,PL1,, ,Pseudopedobacter saltans DSM 12145,ADY51403.1, ,  ,invalid,,
 Bcav_0174,PL8,, ,Beutenbergia cavernae DSM 12333,ACQ78439.1,C5BVJ9,  ,invalid,,
 R70331_08785 (fragment),PL11,, ,Paenibacillus sp. FSL R7-0331,AIQ51600.1, ,  ,invalid,,
 CLH65_06885,PL8,, ,Proteus mirabilis CCUG 70746,AWR59094.1, ,  ,invalid,2,
 GPJ81_15905,PL5,, ,Pseudomonas alkylphenolica Neo,QGW78112.1, ,  ,invalid,,
 BTO17_11475,PL9,, ,Polaribacter reichenbachii KCTC 23969,AUC19279.1, ,  ,invalid,1,
 EH203_11670,PL2,, ,Pectobacterium carotovorum subsp. carotovorum BP201601.1,QHP54445.1, ,  ,invalid,2,
 Sph21_2574,PL1,, ,Sphingobacterium sp. 21,ADZ79125.1, ,  ,invalid,2,
 pectate lyase (Pel),PL1,,4.2.2.2,Bacillus subtilis RCK,AFH66771.1, ,  ,invalid,6,characterized
 DS421_11g324270,PL1,, ,Arachis hypogaea,QHO18883.1, ,  ,invalid,1,
 ST398NM01_1880,PL8,, ,Staphylococcus aureus subsp. aureus 71193,AFH70038.1, ,  ,invalid,1,
 KNP414_00710,PL11,, ,Paenibacillus mucilaginosus KNP414,AEI39300.1, ,  ,invalid,1,
 D1818_19120,PL6,, ,Aquimarina sp. BL5,AXT52830.1, ,  ,invalid,1,
 EGX42_20370,PL38,, ,Yersinia pestis FDAARGOS_602,AYW85080.1, ,  ,invalid,,
 J421_1198,PL38,, ,Gemmatirosa kalamazoonesis KBS708,AHG88735.1, ,  ,invalid,,
 MT325_M289R,PL14,, ,Paramecium bursaria chlorella virus MT325,ABT13843.1,A7IU19,  ,invalid,1,
 ATC05_03195 (AlgL),PL5,, ,Pseudomonas aeruginosa VA-134,ALP56007.1, ,  ,invalid,1,
 EH204_14950,PL1,, ,Pectobacterium carotovorum subsp. carotovorum JR1.1,QHP59145.1, ,  ,invalid,,
 A6747_12020,PL7,, ,Pseudomonas aeruginosa M8A4,ARN40774.1, ,  ,invalid,1,
 NCTC12050_01276,PL12,, ,Streptococcus pyogenes NCTC12050,SQF16307.1, ,  ,invalid,1,
 Pedsa_2492,PL35,, ,Pseudopedobacter saltans DSM 12145,ADY53037.1, ,  ,invalid,,
 BsLM_3502,PL3,, ,Bacillus sp. LM 4-2,AKE25299.1, ,  ,invalid,1,
 alginate lyase (A1-II';Aly),PL7,,4.2.2.-,Sphingomonas sp. A1,BAD16656.1,Q75WP3,2CWS[A]2Z42[A]2ZA9[A]2ZAA[A]2ZAB[A]2ZAC[A] ,invalid,,characterized
 BRAA02T05260Z,PL1,, ,Brassica rapa,VDC85354.1, ,  ,invalid,1,
 Pla175_38070,PL1,, ,Planctomycetes bacterium Pla175,QDU90403.1, ,  ,invalid,2,
 OPIT5_05215,PL33,, ,Opitutaceae bacterium TAV5,AHF89716.1, ,  ,invalid,2,
 ORF (short fragment),PL11,, ,Streptomyces arginensis NRRL15941,AGG35686.1, ,  ,invalid,,
 M667_13430,PL7,, ,Cellulophaga baltica NN016038,AIY14111.1, ,  ,invalid,5,
 EM4838_11865,PL8,, ,Enterococcus mundtii DSM 4838,AUB53654.1, ,  ,invalid,,
 EBA21_08980 (fragment) ,PL9,, ,Xanthomonas oryzae pv. oryzae NX0260,QBO02054.1, ,  ,invalid,,
 OA04_45670 (PelX),PL9,, ,Pectobacterium carotovorum 3-2,AVT60998.1, ,  ,invalid,1,
 B6257_13835,PL1,, ,Bacillus velezensis GFP-2,AUJ61579.1, ,  ,invalid,6,
 FOB57_17505,PL6,, ,Stenotrophomonas maltophilia FDAARGOS_649,QEU34825.1, ,  ,invalid,1,
 FOC41_17475,PL35,, ,Bacteroides ovatus FDAARGOS_733,QGT72631.1, ,  ,invalid,,
 FOB76_09375,PL16,, ,Streptococcus pyogenes FDAARGOS_668,QEU37394.1, ,  ,invalid,,
 CDPG_00057,PL1,, ,Cellulophaga phage phi47:1,AGF91661.1, ,  ,invalid,,
 pectate lyase 1 (Pel1),PL3,, ,Globodera tabacum virginiae 75117,AEA08828.1, ,  ,invalid,3,
 DKM19_28170,PL8,, ,Streptosporangium sp. caverna,AWS44635.1, ,  ,invalid,,
 DWG14_07522 (PelE),PL1,, ,Streptomyces griseorubiginosus 3E-1,AYC43215.1, ,  ,invalid,,
 Caci_6725,PL8,, ,Catenulispora acidiphila DSM 44928,ACU75571.1,C7Q078,  ,invalid,,
 SNOD_03765,PL1,, ,Streptomyces nodosus ATCC 14899,AJE39239.1, ,  ,invalid,,
 lyase cleaving heparin, heparan sulfate and desulfated heparin (Hep III; BT4657;BT_4657),PL12,,4.2.2.74.2.2.8,Bacteroides thetaiotaomicron VPI-5482,AAO79762.1,Q89YS4,5JMD[A]5JMF[A] ,invalid,2,characterized
 PCH70_10060,PL5,, ,Pseudomonas cichorii JBC1,AHF66159.1, ,  ,invalid,1,
 hyaluronate lyase,PL8,,4.2.2.1,Streptococcus constellatus subsp. constellatus ATCC 27823,AAK67165.1,Q934I5,  ,invalid,1,
 MC81_22405,PL1,, ,Achromobacter insolitus FDAARGOS_88,AVG41917.1, ,  ,invalid,13,
 EO763_12005,PL22,, ,Pectobacterium odoriferum JK2.1,QHP80595.1, ,  ,invalid,1,
 alginate lyase (aly;A1-I/A1-II/PolyG;A1-III/PolyM),PL5,,4.2.2.3,Sphingomonas sp. A1,BAB03312.1,Q9KWU1,1HV6[A]1QAZ[A]3EVH[A,B]3EVL[A,B]3EW4[A,B]4E1Y[A,B]4E23[A,B]4E25[A,B]4F10[A,B]4F13[A,B] ,invalid,,
 FNV68_50495,PL3,, ,Streptomyces sp. S1D4-23,QDO13265.1, ,  ,invalid,4,
 FPL04_05980,PL17,, ,Xanthomonas citri pv. glycines 2098,QDS15233.1, ,  ,invalid,2,
 CEJ98_28860,PL7,, ,Burkholderia gladioli pv. gladioli KACC 11889,ASD82916.1, ,  ,invalid,,
 C0638_03235,PL3,, ,Paenibacillus sp. lzh-N1,AUO05651.1, ,  ,invalid,1,
 SlnV2_gp119,PL23,, ,Spodoptera litura nucleopolyhedrovirus II,YP_002332817.1, ,  ,invalid,,
 AYM32_12305,PL8,, ,Staphylococcus aureus USA300-SUR19,AQR37853.1, ,  ,invalid,1,
 FLQ07_14060,PL26,, ,Bacillus paralicheniformis A4-3,QEO06610.1, ,  ,invalid,,
 ES967_10085,PL1,, ,Bacillus subtilis SRCM103696,QAV96433.1, ,  ,invalid,8,
 E1950_11175,PL8,, ,Staphylococcus aureus Lr12,QCT63418.1, ,  ,invalid,1,
 hyaluronate lyase (HylA),PL8,, ,Streptococcus suis MNCM04,AKC34797.1, ,  ,invalid,1,
 CA2015_3427,PL33,, ,Cyclobacterium amurskyense KCTC 12363,AKP52816.1, ,  ,invalid,1,
 CSC31_1441,PL7,, ,Pseudomonas aeruginosa AR444,AWE75944.1, ,  ,invalid,1,
 B5M25_11440,PL8,, ,Staphylococcus aureus CHU15-056,AWR19994.1, ,  ,invalid,1,
 SAVMC3_72430 (fragment) ,PL1,, ,Streptomyces avermitilis MC3,BBJ54614.1, ,  ,invalid,6,
 XcfCFBP6166P_01750,PL4,, ,Xanthomonas citri pv. phaseoli var. fuscans CFBP6166,ATS70472.1, ,  ,invalid,1,
 AM394_17935,PL9,, ,Klebsiella oxytoca AR_0147,ARB22979.1, ,  ,invalid,1,
 C7Y68_04015,PL3,, ,Acidovorax avenae subsp. avenae SH7,AVT19268.1, ,  ,invalid,1,
 ATY45_17810,PL4,, ,Xanthomonas oryzae pv. oryzae PXO236,AOS16082.1, ,  ,invalid,1,
 KUIN1_39600 (fragment) ,PL1,, ,Pseudomonas sp. KUIN-1,BBN64770.1, ,  ,invalid,4,
 pectate lyase D, partial (PelD) (fragment) ,PL3,, ,Fusarium oxysporum RBG6319,ALI89093.1, ,  ,invalid,2,
 SAMEA2145720_00271,PL12,, ,Streptococcus pneumoniae 2245STDY5562562,VFH56972.1, ,  ,invalid,1,
 Avi_7349,PL33,, ,Agrobacterium vitis S4,ACM40014.1, ,  ,invalid,1,
 FQ762_01895,PL12,, ,Streptomyces coelicolor A3(2) CFB_NBC_0001,QFI47569.1, ,  ,invalid,3,
 BGM20_12425,PL9,, ,Bacillus gibsonii FJAT-10019,AOL31381.1, ,  ,invalid,2,
 C7M27_03038 (YesX),PL11,, ,Bacillus subtilis SRCM102749,QHM07079.1, ,  ,invalid,1,
 rhamnogalacturonan lyase (RhgB),PL4,,4.2.2.23,Aspergillus aculeatus KSM 510,AAA64368.1,Q00019,1NKG[A]2XHN[A,B]3NJV[A]3NJX[A] ,invalid,1,characterized
 EJJ34_04310,PL1,, ,Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051,QCX88481.1, ,  ,invalid,6,
 CJA_0212 (Pel3A),PL3,, ,Cellvibrio japonicus Ueda107,ACE85330.1,B3PGF7,  ,invalid,5,
 NCTC12062_01331,PL12,, ,Streptococcus pyogenes NCTC12062,SQF28443.1, ,  ,invalid,1,
 C7M26_02090,PL26,, ,Bacillus subtilis SRCM102748,QHM01944.1, ,  ,invalid,,
 pectate lyase (PL D),PL10,,4.2.2.2,Xanthomonas campestris ACCC 10048,AFQ23188.1, ,  ,invalid,1,
 C248_1856 (Hysa1),PL8,, ,Staphylococcus aureus 08BA02176,AFR73846.1, ,  ,invalid,1,
 EBA23_04225,PL1,, ,Xanthomonas oryzae pv. oryzae PXO404,QBO09028.1, ,  ,invalid,6,
 BcellWH2_04904,PL1,, ,Bacteroides cellulosilyticus WH2,ALJ62113.1, ,  ,invalid,2,
 C1T29_04670,PL26,, ,Bacillus sp. MBGLi79,AUZ37631.1, ,  ,invalid,,
 SAMEA3381491_00400,PL12,, ,Streptococcus pneumoniae 2245STDY6093044,VFI12668.1, ,  ,invalid,1,
 ulvan lyase (UllA),PL24,, ,Alteromonas sp. KUL17,BAY00694.1, ,  ,invalid,,
 Enr13x_26820 (PelL),PL9,, ,Planctomycetes bacterium Enr13,QDV42832.1, ,  ,invalid,1,
 CDO27_26685 (fragment) ,PL1,, ,Sinorhizobium meliloti Rm41,ASP81467.1, ,  ,invalid,2,
 ATCVNTS1_642L (Nts-1_642L),PL14,, ,Acanthocystis turfacea Chlorella virus NTS-1,AGE57725.1, ,  ,invalid,,
 SD85_04030,PL1,, ,Bacillus subtilis subsp. spizizenii NRS 231,AJD35450.1, ,  ,invalid,6,
 FNV61_13735,PL26,, ,Streptomyces sp. RLB3-6,QDN86528.1, ,  ,invalid,,
 F3129_19080,PL1,, ,Bacillus velezensis FJAT-46737,QEV93424.1, ,  ,invalid,8,
 FOE78_16145,PL1,, ,Microlunatus sp. KUDC0627,QDP97250.1, ,  ,invalid,,
 pectate lyase (PelE),PL10,,4.2.2.2,Bacillus alcalophilus NTT33,AAG24437.1,Q9F5V5,  ,invalid,1,
 BCV50_16205,PL3,, ,Bacillus subtilis CW14,ARV46433.1, ,  ,invalid,1,
 BHY07_18950,PL3,, ,Bacillus subtilis subsp. subtilis QB5412,AOT49788.1, ,  ,invalid,1,
 ENT_22740,PL8,, ,Enterococcus sp. 7L76,CBL32606.1,D4ME62,  ,invalid,,
 ETL60_03920,PL11,, ,Bacillus subtilis SRCM103637,QAW52998.1, ,  ,invalid,1,
 DJ013_03490,PL7,, ,Arcticibacterium luteifluviistationis SM1504,AWV97281.1, ,  ,invalid,5,
 K239x_28200 (fragment) ,PL1,, ,Planctomycetes bacterium K23_9,QDT10829.1, ,  ,invalid,,
 unnamed protein product,PL1,, ,Podospora anserina S mat+,CAP67496.1,B2ASX3,  ,invalid,,
 CAH07_02475,PL9,, ,Bacillus subtilis SEM-9,QCY73387.1, ,  ,invalid,2,
 alginate lyase (Pedsa_0632),PL6,,4.2.2.114.2.2.-,Pseudopedobacter saltans DSM 12145,ADY51208.1, ,  ,invalid,1,characterized
 D9D06_04345,PL7,, ,Pseudomonas aeruginosa PA-3,AYN85843.1, ,  ,invalid,1,
 APS56_13715,PL8,, ,Algibacter alginicilyticus HZ22,ALJ06121.1, ,  ,invalid,3,
 EQM05_09650,PL12,, ,Clostridium sp. JN-9,QAT40504.1, ,  ,invalid,,
 CMC5_051590,PL9,, ,Chondromyces crocatus Cm c5,AKT41002.1, ,  ,invalid,,
 AOY09_04894 (AlgL),PL5,, ,Pseudomonas aeruginosa N15-01092,ALV79917.1, ,  ,invalid,1,
 FBD76_18630,PL9,, ,Clostridium butyricum 4-1,QCJ08353.1, ,  ,invalid,1,
 poly(β-D-mannuronate) lyase, partial (AlgL) (fragment) ,PL5,, ,Bacillus sp. TAG8,AKL61053.1, ,  ,invalid,1,
 DW64_01030,PL12,, ,Streptococcus iniae ISNO,AHY16965.1, ,  ,invalid,1,
 GGS_0628 (HylB),PL8,, ,Streptococcus dysgalactiae subsp. equisimilis RE378,BAM60784.1, ,  ,invalid,1,
 C0W65_13770,PL11,, ,Bacillus subtilis BJ3-2,AUS12975.1, ,  ,invalid,1,
 PBCVIL52s1_796L (Il-5-2s1_796L),PL14,, ,Paramecium bursaria Chlorella virus IL-5-2s1,AGE54383.1, ,  ,invalid,2,
 FNV58_17675,PL9,, ,Streptomyces sp. RLB1-9,QDN97590.1, ,  ,invalid,3,
 D9753_33945,PL7,, ,Streptomyces sp. Z022,AYN44026.1, ,  ,invalid,4,
 FEM41_05575,PL9,, ,Izhakiella sp. KSNA2,QCT19160.1, ,  ,invalid,1,
 unnamed protein product,PL1,, ,Pseudomonas syringae,CAW70721.1, ,  ,invalid,6,
 SPYKS030_07700,PL16,, ,Streptococcus pyogenes KS030,BBB88167.1, ,  ,invalid,,
 hyaluronate lyase (HyL),PL8,, ,Streptococcus pneumoniae SP098,AGI41285.1, ,  ,invalid,1,
 FKG96_15075,PL38,, ,Olivibacter sp. LS-1,QEL02074.1, ,  ,invalid,,
 PPE_00241,PL1,, ,Paenibacillus polymyxa E681,ADM68123.1,E0RB75,  ,invalid,,
 D1816_00485,PL6,, ,Aquimarina sp. AD10,AXT58887.1, ,  ,invalid,1,
 SRS1_11629 (fragment) ,PL14,, ,Sporisorium reilianum f. sp. reilianum SRS1_H2-8,SJX60315.1, ,  ,invalid,,
 FE90_0883 (HylP) (fragment),PL16,, ,Streptococcus pyogenes M23ND,AIQ01646.1, ,  ,invalid,,
 CH49_1318,PL2,, ,Yersinia enterocolitica 8081,AJJ23037.1, ,  ,invalid,2,
 NCTC12191_01993,PL12,, ,Streptococcus canis NCTC12191,VEE25754.1, ,  ,invalid,1,
 BHY07_19730,PL9,, ,Bacillus subtilis subsp. subtilis QB5412,AOT49936.1, ,  ,invalid,2,
 EUU25_13440,PL1,, ,Sphingorhabdus sp. IMCC1753,QGY81525.1, ,  ,invalid,2,
 OB04_00834 (PeL),PL1,, ,Bacillus subtilis SG6,AIX06520.1, ,  ,invalid,6,
 ACA40_06000,PL3,, ,Pseudomonas syringae pv. lapsa ATCC 10859,ALU59435.1, ,  ,invalid,1,
 GAY69_10470,PL8,, ,Staphylococcus aureus ZY05,QGM76062.1, ,  ,invalid,1,
 BB164_07095 (fragment) ,PL8,, ,Streptococcus agalactiae SG-M25,ASA90294.1, ,  ,invalid,,
 EPB11_26565,PL22,, ,Klebsiella pneumoniae MRK9,QHQ45762.1, ,  ,invalid,1,
 AN935_03730,PL26,, ,Bacillus subtilis subsp. inaquosorum DE111,AMA51415.1, ,  ,invalid,,
 SAVMC3_86500,PL3,, ,Streptomyces avermitilis MC3,BBJ56021.1, ,  ,invalid,4,
 odv-e66a,PL23,, ,Mamestra brassicae multiple nucleopolyhedrovirus,AIL25148.1, ,  ,invalid,,
 GMO17_20685,PL5,, ,Pseudomonas coronafaciens pv. coronafaciens B19001,QGT83408.1, ,  ,invalid,1,
 H744_1c0411,PL9,, ,Photobacterium gaetbulicola Gung47,AJR05436.1, ,  ,invalid,1,
 DWB77_05752,PL31,, ,Streptomyces hundungensis BH38,AYG83554.1, ,  ,invalid,,
 EZY40_04010,PL8,, ,Streptococcus pyogenes STAB09023,QGU90556.1, ,  ,invalid,1,
 FF125_19655,PL17,, ,Flavobacteriaceae bacterium 10Alg115,QCX40546.1, ,  ,invalid,2,
 EL88_19145,PL10,, ,Bacteroides dorei isolate HS1_L1_B_010,AII65137.1, ,  ,invalid,2,
 DAT585_0327,PL4,, ,Melissococcus plutonius DAT585,BBD14740.1, ,  ,invalid,4,
 DEO72_LG11g2994,PL4,, ,Vigna unguiculata,QCE15981.1, ,  ,invalid,2,
 CH55_3717 (fragment) ,PL8,, ,Yersinia pestis Harbin35,AJK09902.1, ,  ,invalid,2,
 E0E07_15875,PL9,, ,Bacillus velezensis UTB96,QBK23793.1, ,  ,invalid,2,
 B4V02_07215,PL12,, ,Paenibacillus kribbensis AM49,ASR46481.1, ,  ,invalid,,
 pectate lyase,PL1,, ,Gossypium thurberi,AEN70963.1, ,  ,invalid,1,
 EG346_14210,PL1,, ,Chryseobacterium carnipullorum G0188,AZA49258.1, ,  ,invalid,,
 FGE25_23725,PL9,, ,Kosakonia sacchari DSM 107661,QHM97062.1, ,  ,invalid,1,
 pectate lyase 2 (Pel2) (partial),PL3,, ,Globodera rostochiensis B1,ACO37147.1,C1KBM8,  ,invalid,2,
 pectate lyase (fragment),PL10,, ,uncultured bacterium,AFU91480.1, ,  ,invalid,,
 pectate lyase (PelL1),PL9,,4.2.2.2,Dickeya chrysanthemi PY35,AAF05308.1,Q9RP65,  ,invalid,1,
 USDA257_c32270,PL1,, ,Sinorhizobium fredii USDA 257,AFL51795.1, ,  ,invalid,2,
 SAST41_03888,PL8,, ,Staphylococcus aureus ST20130941,AMV80323.1, ,  ,invalid,1,
 FY116_01850 (PelA),PL10,, ,Cellvibrio japonicus ADPT2-NIGEROSE,QEI14668.1, ,  ,invalid,1,
 PsyrB_05580 (AlgL),PL5,, ,Pseudomonas syringae pv. syringae B301D,AKF44641.1, ,  ,invalid,1,
 EJP73_12035,PL7,, ,Pseudomonas aeruginosa B17932,AZN46155.1, ,  ,invalid,1,
 GM18_1586,PL12,, ,Geobacter sp. M18,ADW13052.1, ,  ,invalid,,
 CVG30_14695,PL22,, ,Klebsiella pneumoniae subsp. pneumoniae SCKP040074,AWL51567.1, ,  ,invalid,1,
 SAMEA2204055_00313,PL8,, ,Streptococcus pneumoniae 2245STDY5609197,VFH38267.1, ,  ,invalid,1,
 CHX41_18420,PL22,, ,Klebsiella pneumoniae BIC-1,ASS80893.1, ,  ,invalid,1,
 CVS35_10710,PL2,, ,Pectobacterium atrosepticum 36A,ATY90795.1, ,  ,invalid,2,
 NCTC13098_02793 (fragment),PL38,, ,Raoultella terrigena NCTC13098,VDR26443.1, ,  ,invalid,,
 Htur_4789,PL1,, ,Haloterrigena turkmenica DSM 5511,ADB63561.1,D2S2G4,  ,invalid,,
 DAQ1742_04112 (PelB),PL1,, ,Dickeya aquatica 174/2,SLM64879.1, ,  ,invalid,3,
 alginate lyase (AlyVGII;AlyVG2),PL7,, ,Vibrio halioticoli IAM14596T,AAF22510.1,Q9RGQ5,  ,invalid,,
 PGN5_09415,PL7,, ,Pseudomonas aeruginosa PGN5,AZN91829.1, ,  ,invalid,1,
 BXQ17_09865,PL37,, ,Polaribacter sp. BM10,AQS94349.1, ,  ,invalid,,
 zobellia_3774 (Pela2),PL1,, ,Zobellia galactanivorans DsijT,CAZ97912.1, ,  ,invalid,,
 AB181_24505,PL22,, ,Klebsiella oxytoca CAV1335,AKL25120.1, ,  ,invalid,1,
 LQRI_2007,PL11,, ,Hungateiclostridium thermocellum DSM 2360 LQRI,ANV76748.1, ,  ,invalid,1,
 OB04_01994 (PelB),PL1,, ,Bacillus subtilis SG6,AIX07653.1, ,  ,invalid,8,
 BEH62_01605,PL11,, ,Clavibacter michiganensis subsp. insidiosus ATCC 10253,AWG00290.1, ,  ,invalid,1,
 CGP85_01720,PL8,, ,Staphylococcus aureus 45,AXJ28657.1, ,  ,invalid,1,
 THITE_2054124,PL7,, ,Thermothielavioides terrestris NRRL 8126,AEO68682.1, ,  ,invalid,4,
 GW952_03780,PL17,, ,Klebsiella michiganensis BD177,QHS44792.1, ,  ,invalid,,
 BGM23_18230,PL11,, ,Bacillus sp. FJAT-14266,AOL28429.1, ,  ,invalid,1,
 pectate lyase III (Pel3;PelC),PL1,,4.2.2.2,Pectobacterium carotovorum,BAA00953.1,P0C1C2P29171,  ,invalid,3,
 HrpW,PL3,, ,Acidovorax cattleyae OAC1,AEC46830.1, ,  ,invalid,1,
 FORC9_4201,PL22,, ,Vibrio vulnificus FORC_009,ALM73718.1, ,  ,invalid,1,
 pectate lyase (Pel17),PL3,, ,Phytophthora capsici,ADN18836.1, ,  ,invalid,2,
 unknown (WS01125_E19),PL1,, ,Populus trichocarpa,ABK93648.1,A9PB95,  ,invalid,12,
 NCTC10183_00193,PL8,, ,Mycoplasma gallinaceum NCTC10183,VEU58436.1, ,  ,invalid,,
 NCTC11355_05696 (fragment) ,PL22,, ,Klebsiella oxytoca NCTC11355,SQI97846.1, ,  ,invalid,1,
 CQJ38_16880,PL9,, ,Bacillus velezensis LABIM40,ATL41072.1, ,  ,invalid,2,
 J155_03724,PL1,, ,Xanthomonas citri pv. citri gd3,AJZ23576.1, ,  ,invalid,6,
 C7M26_02095 (YesW),PL11,, ,Bacillus subtilis SRCM102748,QHM01949.1, ,  ,invalid,1,
 EBA19_12120 (fragment) ,PL9,, ,Xanthomonas oryzae pv. oryzae JW11089,QBN94752.1, ,  ,invalid,,
 DXY22_01405,PL11,, ,Bacillus subtilis SRCM101393,QHM83354.1, ,  ,invalid,1,
 DS421_3g99580,PL1,, ,Arachis hypogaea,QHO59497.1, ,  ,invalid,1,
 CSC41_4909,PL7,, ,Pseudomonas aeruginosa AR_455,AWZ86331.1, ,  ,invalid,1,
 B7G68_13985,PL11,, ,Caulobacter segnis TK0059,AVQ04464.1, ,  ,invalid,1,
 BCV50_08925,PL11,, ,Bacillus subtilis CW14,ARV45131.1, ,  ,invalid,1,
 FNV59_52170,PL9,, ,Streptomyces sp. RLB1-8,QDO65458.1, ,  ,invalid,1,
 AYM25_11970,PL8,, ,Staphylococcus aureus USA300-SUR12,AQR17195.1, ,  ,invalid,1,
 CEQ36_03170,PL2,, ,Yersinia intermedia FDAARGOS_358,AVL38222.1, ,  ,invalid,2,
 pectate lyase (PelB;PlB),PL1,,4.2.2.2,Dickeya chrysanthemi EC16,AAA24847.1,P04959,  ,invalid,3,characterized
 SAK_1865 (fragment),PL12,, ,Streptococcus agalactiae A909,ABA45675.1, ,  ,invalid,,
 FPL03_12935 (fragment) ,PL1,, ,Xanthomonas citri pv. glycines 1157,QDS11947.1, ,  ,invalid,,
 C8237_13740,PL1,, ,Acidovorax avenae subsp. avenae INDB2,AVS82047.1, ,  ,invalid,,
 HYN69_02895,PL5,, ,Gemmobacter sp. HYN0069,AWB47592.1, ,  ,invalid,,
 C5E24_20740,PL1,, ,Pectobacterium parmentieri IFB5605,AYH11947.1, ,  ,invalid,3,
 pectate lyase 2 (Pl2) (fragment),PL1,, ,Citrus unshiu,ABQ45846.1,D2CGN5,  ,invalid,12,
 DSOL99_03121 (Pela_3),PL1,, ,Dickeya solani IFB 0099,AYQ53071.1, ,  ,invalid,6,
 DIJ69_00490,PL8,, ,Streptomyces globisporus TFH56,AWL84572.1, ,  ,invalid,,
 SLNWT_4661,PL8,, ,Streptomyces albus DSM 41398,AJE85037.1, ,  ,invalid,,
 pectate lyase,PL1,, ,Gossypium hirsutum subsp. latifolium,AEN70978.1, ,  ,invalid,1,
 EI377_15565 (fragment) ,PL12,, ,Clostridium septicum VAT12,QAS62243.1, ,  ,invalid,,
 WPG_1067 (fragment),PL7,, ,Winogradskyella sp. PG-2,BAO75297.1, ,  ,invalid,5,
 DEO72_LG11g875 (fragment) ,PL1,, ,Vigna unguiculata,QCE13877.1, ,  ,invalid,1,
 SLINC_4439,PL9,, ,Streptomyces lincolnensis NRRL 2936,ANS66663.1, ,  ,invalid,1,
 CLQ69_06315,PL22,, ,Klebsiella pneumoniae subsp. pneumoniae SCKP020046,AWA50666.1, ,  ,invalid,1,
 PIIN_01528,PL35,, ,Serendipita indica DSM 11827,CCA67701.1, ,  ,invalid,,
 E5N77_30610,PL11,, ,Streptomyces sp. SS52,QCB25681.1, ,  ,invalid,1,
 MY9_0797,PL11,, ,Bacillus sp. JS,AFI27336.1, ,  ,invalid,1,
 LC2W_2852,PL12,, ,Lactobacillus casei LC2W,AEA55181.1, ,  ,invalid,1,
 APS56_11050,PL38,, ,Algibacter alginicilyticus HZ22,ALJ05630.1, ,  ,invalid,,
 SPV_0287 (SpnhL),PL8,, ,Streptococcus pneumoniae D39V,AVN85461.1, ,  ,invalid,1,
 FE36_16195,PL1,, ,Xanthomonas oryzae pv. oryzicola YM15,AKK65237.1, ,  ,invalid,6,
 AVL56_15485,PL7,, ,Alteromonas addita R10SW13,AMJ95567.1, ,  ,invalid,5,
 CEK27_003218,PL9,, ,Fusarium fujikuroi CSV1,QGI70889.1, ,  ,invalid,3,
 MS6671_41300,PL22,, ,Klebsiella pneumoniae MS6671,CEP73772.1, ,  ,invalid,1,
 YpsIP31758_3577,PL17,, ,Yersinia pseudotuberculosis IP 31758,ABS47198.1,A7FMQ3,  ,invalid,1,
 AQ505_11715,PL17,, ,Pedobacter sp. PACM 27299,ALL06098.1, ,  ,invalid,2,
 K08M4_23450 (AlyA),PL7,, ,Vibrio alginolyticus K08M4,ARP39078.1, ,  ,invalid,5,
 SYN_02605,PL1,, ,Syntrophus aciditrophicus SB,ABC76330.1,Q2LPY5,  ,invalid,2,
 Chondroitin ABC lyase (BT_3328; BT3328) ,PL29,,4.2.2.20,Bacteroides thetaiotaomicron VPI-5482,AAO78434.1, ,  ,invalid,,
 EYB36_04485,PL8,, ,Enterococcus faecalis R712,QGI55119.1, ,  ,invalid,,
 Snas_2009,PL33,, ,Stackebrandtia nassauensis DSM 44728,ADD41704.1, ,  ,invalid,2,
 CKF44_00164,PL38,, ,Cryptococcus neoformans var. grubii KN99,AUB21714.1, ,  ,invalid,,
